2/3/2020,Average Tone,0
3/3/2020,Average Tone,0
4/3/2020,Average Tone,0.6449
5/3/2020,Average Tone,0.1748
6/3/2020,Average Tone,0.22
7/3/2020,Average Tone,1.3359
8/3/2020,Average Tone,0
9/3/2020,Average Tone,-4.4186
10/3/2020,Average Tone,0
11/3/2020,Average Tone,1.7582
12/3/2020,Average Tone,0.5541
13/3/2020,Average Tone,0
14/3/2020,Average Tone,3.9735
15/3/2020,Average Tone,1.2587
16/3/2020,Average Tone,0
17/3/2020,Average Tone,0
18/3/2020,Average Tone,0.9959
19/3/2020,Average Tone,0.5999
20/3/2020,Average Tone,-0.2632
21/3/2020,Average Tone,0
22/3/2020,Average Tone,0
23/3/2020,Average Tone,0.6428
24/3/2020,Average Tone,-0.3997
25/3/2020,Average Tone,0
26/3/2020,Average Tone,0.5069
27/3/2020,Average Tone,1.8394
28/3/2020,Average Tone,0
29/3/2020,Average Tone,0
30/3/2020,Average Tone,0
31/3/2020,Average Tone,0.9956
1/4/2020,Average Tone,0
2/4/2020,Average Tone,1.9569
3/4/2020,Average Tone,0
4/4/2020,Average Tone,0
5/4/2020,Average Tone,0
6/4/2020,Average Tone,0.0339
7/4/2020,Average Tone,1.0363
8/4/2020,Average Tone,0
9/4/2020,Average Tone,1.6863
10/4/2020,Average Tone,0.3361
11/4/2020,Average Tone,0
12/4/2020,Average Tone,0
13/4/2020,Average Tone,-2.5
14/4/2020,Average Tone,0.3254
15/4/2020,Average Tone,0
16/4/2020,Average Tone,0.2539
17/4/2020,Average Tone,0
18/4/2020,Average Tone,1.6134
19/4/2020,Average Tone,0
20/4/2020,Average Tone,1.581
21/4/2020,Average Tone,0
22/4/2020,Average Tone,1.1095
23/4/2020,Average Tone,1.5368
24/4/2020,Average Tone,0
25/4/2020,Average Tone,0.1157
26/4/2020,Average Tone,1.6287
27/4/2020,Average Tone,2.9197
28/4/2020,Average Tone,0
29/4/2020,Average Tone,0.9473
30/4/2020,Average Tone,4.7043
1/5/2020,Average Tone,1.4286
2/5/2020,Average Tone,1.0753
3/5/2020,Average Tone,0
4/5/2020,Average Tone,1.0598
5/5/2020,Average Tone,0
6/5/2020,Average Tone,3.0386
7/5/2020,Average Tone,-0.0543
8/5/2020,Average Tone,0
9/5/2020,Average Tone,1.3514
10/5/2020,Average Tone,1.0752
11/5/2020,Average Tone,1.5193
12/5/2020,Average Tone,0
13/5/2020,Average Tone,5.5022
14/5/2020,Average Tone,1.0072
15/5/2020,Average Tone,1.0879
16/5/2020,Average Tone,1.9964
17/5/2020,Average Tone,4.1284
18/5/2020,Average Tone,0
19/5/2020,Average Tone,0.9715
20/5/2020,Average Tone,0
21/5/2020,Average Tone,0
22/5/2020,Average Tone,0
23/5/2020,Average Tone,0
24/5/2020,Average Tone,0
25/5/2020,Average Tone,1.2827
26/5/2020,Average Tone,0
27/5/2020,Average Tone,0
28/5/2020,Average Tone,0
29/5/2020,Average Tone,-0.1292
30/5/2020,Average Tone,1.7241
31/5/2020,Average Tone,0
1/6/2020,Average Tone,0
2/6/2020,Average Tone,0
3/6/2020,Average Tone,0
4/6/2020,Average Tone,0.813
5/6/2020,Average Tone,1.9572
6/6/2020,Average Tone,0.1865
7/6/2020,Average Tone,1.0256
8/6/2020,Average Tone,0.8264
9/6/2020,Average Tone,0.6173
10/6/2020,Average Tone,0
11/6/2020,Average Tone,4.1451
12/6/2020,Average Tone,1.0909
13/6/2020,Average Tone,0
14/6/2020,Average Tone,0
15/6/2020,Average Tone,1.7031
16/6/2020,Average Tone,1.4347
17/6/2020,Average Tone,0.885
18/6/2020,Average Tone,0
19/6/2020,Average Tone,-0.8696
20/6/2020,Average Tone,0
21/6/2020,Average Tone,0
22/6/2020,Average Tone,0.6957
23/6/2020,Average Tone,1.4881
24/6/2020,Average Tone,0
25/6/2020,Average Tone,0.5788
26/6/2020,Average Tone,1.1264
27/6/2020,Average Tone,0
28/6/2020,Average Tone,1.5288
29/6/2020,Average Tone,0
30/6/2020,Average Tone,0.6969
1/7/2020,Average Tone,1.2476
2/7/2020,Average Tone,0
3/7/2020,Average Tone,0
4/7/2020,Average Tone,0
5/7/2020,Average Tone,4.1451
6/7/2020,Average Tone,1.1178
7/7/2020,Average Tone,1.528
8/7/2020,Average Tone,0.6969
9/7/2020,Average Tone,0
10/7/2020,Average Tone,3.0844
11/7/2020,Average Tone,0
12/7/2020,Average Tone,0
13/7/2020,Average Tone,1.1317
14/7/2020,Average Tone,0.5813
15/7/2020,Average Tone,-3.7118
16/7/2020,Average Tone,-0.1491
17/7/2020,Average Tone,2.3256
18/7/2020,Average Tone,-0.4367
19/7/2020,Average Tone,0
20/7/2020,Average Tone,0
21/7/2020,Average Tone,0.9229
22/7/2020,Average Tone,0
23/7/2020,Average Tone,0.032
24/7/2020,Average Tone,1.312
25/7/2020,Average Tone,0
26/7/2020,Average Tone,0
27/7/2020,Average Tone,0
28/7/2020,Average Tone,-0.3257
29/7/2020,Average Tone,1.6052
30/7/2020,Average Tone,1.9163
31/7/2020,Average Tone,0.2897
1/8/2020,Average Tone,4.1657
2/8/2020,Average Tone,0.5037
3/8/2020,Average Tone,0
4/8/2020,Average Tone,0.8677
5/8/2020,Average Tone,0.9666
6/8/2020,Average Tone,0
7/8/2020,Average Tone,1.0696
8/8/2020,Average Tone,0
9/8/2020,Average Tone,0
10/8/2020,Average Tone,1.2438
11/8/2020,Average Tone,0.2055
12/8/2020,Average Tone,0
13/8/2020,Average Tone,2.8366
14/8/2020,Average Tone,-0.9416
15/8/2020,Average Tone,0
16/8/2020,Average Tone,0
17/8/2020,Average Tone,1.6293
18/8/2020,Average Tone,0
19/8/2020,Average Tone,0
20/8/2020,Average Tone,3.0338
21/8/2020,Average Tone,0.7494
22/8/2020,Average Tone,0
23/8/2020,Average Tone,0
24/8/2020,Average Tone,2.4291
25/8/2020,Average Tone,0.5951
26/8/2020,Average Tone,-0.7878
27/8/2020,Average Tone,0
28/8/2020,Average Tone,1.7654
29/8/2020,Average Tone,0
30/8/2020,Average Tone,0
31/8/2020,Average Tone,-0.0601
1/9/2020,Average Tone,0
2/9/2020,Average Tone,0
3/9/2020,Average Tone,0.3174
4/9/2020,Average Tone,0.288
5/9/2020,Average Tone,0.487
6/9/2020,Average Tone,0
7/9/2020,Average Tone,0
8/9/2020,Average Tone,0
9/9/2020,Average Tone,0
10/9/2020,Average Tone,0
11/9/2020,Average Tone,2.2207
12/9/2020,Average Tone,2.5602
13/9/2020,Average Tone,0
14/9/2020,Average Tone,0
15/9/2020,Average Tone,0
16/9/2020,Average Tone,0
17/9/2020,Average Tone,0.2646
18/9/2020,Average Tone,0.5928
19/9/2020,Average Tone,0
20/9/2020,Average Tone,0
21/9/2020,Average Tone,1.5132
22/9/2020,Average Tone,-0.5153
23/9/2020,Average Tone,2.6625
24/9/2020,Average Tone,2.1427
25/9/2020,Average Tone,1.8571
26/9/2020,Average Tone,0
27/9/2020,Average Tone,0
28/9/2020,Average Tone,0.8593
29/9/2020,Average Tone,-1.1726
30/9/2020,Average Tone,0
1/10/2020,Average Tone,0
2/10/2020,Average Tone,2.0222
3/10/2020,Average Tone,0
4/10/2020,Average Tone,0
5/10/2020,Average Tone,0
6/10/2020,Average Tone,0.651
7/10/2020,Average Tone,0.0104
8/10/2020,Average Tone,1.6
9/10/2020,Average Tone,0.6202
10/10/2020,Average Tone,0
11/10/2020,Average Tone,0
12/10/2020,Average Tone,0
13/10/2020,Average Tone,0
