Label,Count,TopArtURL1,TopArtTitle1,TopArtURL2,TopArtTitle2,TopArtURL3,TopArtTitle3,TopArtURL4,TopArtTitle4,TopArtURL5,TopArtTitle5,TopArtURL6,TopArtTitle6,TopArtURL7,TopArtTitle7,TopArtURL8,TopArtTitle8,TopArtURL9,TopArtTitle9,TopArtURL10,TopArtTitle10
-11,1,"https://www.law360.com/articles/1371355/perrigo-hid-1-9b-tax-bill-class-says-in-seeking-fast-win","Perrigo Hid $1 . 9B Tax Bill , Class Says In Seeking Fast Win"
-10,0
-9,0
-8,6,"https://lawstreetmedia.com/health/epi-health-allergan-claim-perrigo-infringing-on-rosacea-treatment-patents/","EPI Health , Allergan Claim Perrigo Infringing on Rosacea Treatment Patents","https://www.wbtv.com/2021/03/16/man-charged-with-sexual-battery-indecent-liberties-jailed-under-k-bond-gaston-co/","Man charged with sexual battery , indecent liberties jailed under $50K bond in Gaston Co . ","https://www.wccbcharlotte.com/2021/03/16/gastonia-man-charged-with-sexual-battery-indecent-liberties/","Gastonia Man Charged With Sexual Battery , Indecent Liberties","https://www.smdp.com/los-angeles-county-motorcycle-deputy-injured-in-crash/204347","Los Angeles County motorcycle deputy injured in crash - Santa Monica Daily Press","https://santamariatimes.com/news/state-and-regional/los-angeles-county-motorcycle-deputy-injured-in-crash/article_a0135514-a8ac-56eb-a938-b19319192d0e.html","Los Angeles County motorcycle deputy injured in crash","https://www.bakersfield.com/ap/state/los-angeles-county-motorcycle-deputy-injured-in-crash/article_57ec5e1f-5303-5ce3-b1a3-a7e8337883b4.html","Los Angeles County motorcycle deputy injured in crash"
-7,5,"https://www.washingtontimes.com/news/2021/apr/28/los-angeles-county-motorcycle-deputy-injured-in-cr/","Los Angeles County motorcycle deputy injured in crash","https://www.prnewswire.com:443/news-releases/serena-hallowell-joins-motley-rice-securities-fraud-practice-leadership-301248851.html","Serena Hallowell Joins Motley Rice Securities Fraud Practice Leadership","https://apnews.com/press-release/pr-newswire/business-new-york-government-business-and-finance-government-regulations-consumer-protection-and-advocacy-ca0ae9502263dd8a5d406fb63c3a1ee5","Serena Hallowell Joins Motley Rice Securities Fraud Practice Leadership","https://www.prnewswire.com/news-releases/serena-hallowell-joins-motley-rice-securities-fraud-practice-leadership-301248851.html","Serena Hallowell Joins Motley Rice Securities Fraud Practice Leadership","https://www.law360.com/tax-authority/international","Tax Authority International : Law360 : Legal News & Analysis"
-6,10,"https://lawstreetmedia.com/health/defendants-in-3rd-circuit-patent-antitrust-case-petition-scotus-for-review/","Defendants in 3rd Circuit Patent Antitrust Case Petition SCOTUS for Review","https://www.reuters.com/article/us-otc-chamber/chamber-to-scotus-corporations-objectively-baseless-suit-is-not-a-sham-idUSKBN2C92RE","Chamber to SCOTUS : Corporation  objectively baseless suit  is not a sham","https://www.reuters.com/article/us-otc-chamber-idUSKBN2C92RE","Chamber to SCOTUS : Corporation  objectively baseless suit  is not a sham","https://www.sfgate.com/news/article/Los-Angeles-County-motorcycle-deputy-injured-in-16136651.php","Los Angeles County motorcycle deputy injured in crash","https://www.chron.com/news/article/Los-Angeles-County-motorcycle-deputy-injured-in-16136651.php","Los Angeles County motorcycle deputy injured in crash","https://www.marketwatch.com/press-release/scar-dressing-market-global-potential-growth-share-demand-and-analysis-of-key-players---forecasts-to-2020--2027-by-ameco-research-2021-02-23","Scar Dressing Market Global Potential Growth , Share , Demand and Analysis of Key Players - Forecasts to 2020 - 2027 By Ameco Research","https://www.globes.co.il/news/article.aspx?did=1001365784","5 דברים שכדאי לדעת לפני הפתיחה בבורסה בתל אביב","https://www.globes.co.il/news/article.aspx?did=1001364696","5 דברים שכדאי לדעת לפני פתיחת המסחר בבורסה בתל אביב","https://www.prnewswire.com:443/news-releases/worldwide-burn-ointment-industry-to-2026---players-include-convatec-group-smith--nephew-and-glaxosmithkline-among-others-301254862.html","Worldwide Burn Ointment Industry to 2026 - Players Include ConvaTec Group , Smith & Nephew and GlaxoSmithKline Among Others","https://www.prnewswire.com/news-releases/worldwide-burn-ointment-industry-to-2026---players-include-convatec-group-smith--nephew-and-glaxosmithkline-among-others-301254862.html","Worldwide Burn Ointment Industry to 2026 - Players Include ConvaTec Group , Smith & Nephew and GlaxoSmithKline Among Others"
-5,57,"https://www.sfgate.com/news/article/Deadly-fire-spurs-law-to-inspect-old-Vegas-rental-16126065.php","Deadly fire spurs law to inspect old Vegas rental properties","https://www.chron.com/news/article/Deadly-fire-spurs-law-to-inspect-old-Vegas-rental-16126065.php","Deadly fire spurs law to inspect old Vegas rental properties","https://www.washingtontimes.com/news/2021/apr/24/deadly-fire-spurs-law-to-inspect-old-vegas-rental-/","Deadly fire spurs law to inspect old Vegas rental properties","https://nonpareilonline.com/news/national/govt-and-politics/deadly-fire-spurs-law-to-inspect-old-vegas-rental-properties/article_80f67d0e-66ea-54ec-88c2-623507550d4b.html","Deadly fire spurs law to inspect old Vegas rental properties","https://helenair.com/news/national/govt-and-politics/deadly-fire-spurs-law-to-inspect-old-vegas-rental-properties/article_dd79372b-812e-5032-bf9c-aafd01461ab2.html","Deadly fire spurs law to inspect old Vegas rental properties","https://www.wiscnews.com/news/national/govt-and-politics/deadly-fire-spurs-law-to-inspect-old-vegas-rental-properties/article_83718b74-1af9-58dc-91bc-14b99d0dd876.html","Deadly fire spurs law to inspect old Vegas rental properties","https://siouxcityjournal.com/news/national/govt-and-politics/deadly-fire-spurs-law-to-inspect-old-vegas-rental-properties/article_6d52f25a-ac17-5fc5-9db6-4354f92a6383.html","Deadly fire spurs law to inspect old Vegas rental properties","https://madison.com/news/national/govt-and-politics/deadly-fire-spurs-law-to-inspect-old-vegas-rental-properties/article_2b464286-78fb-53fe-8d8e-2c46cf49c99e.html","Deadly fire spurs law to inspect old Vegas rental properties","https://godanriver.com/news/national/govt-and-politics/deadly-fire-spurs-law-to-inspect-old-vegas-rental-properties/article_f967bc56-b9ac-5d3f-93e5-0e5bf1f2f006.html","Deadly fire spurs law to inspect old Vegas rental properties","https://jg-tc.com/news/national/govt-and-politics/deadly-fire-spurs-law-to-inspect-old-vegas-rental-properties/article_dd955515-45ef-58a1-a28a-05c5e61f8758.html","Deadly fire spurs law to inspect old Vegas rental properties"
-4,9,"https://scvnews.com/gofundme-page-established-for-scv-deputy-severely-injured-in-crash/","SCVNews . com | GoFundMe Page Established for SCV Deputy Severely Injured in Crash","https://www.globes.co.il/news/article.aspx?did=1001366529","5 דברים שכדאי לדעת לפני פתיחת המסחר בבורסה בת  א","https://www.q13fox.com/washingtons-most-wanted/murder-mystery-2000-crime-stoppers-reward-offered-to-help-solve-suspicious-death-of-francis-gaspar","Murder Mystery : Crime Stoppers reward raised to $4 , 000 to help solve suspicious death of Francis Gaspar","https://www.stltoday.com/news/national/govt-and-politics/deadly-fire-spurs-law-to-inspect-old-vegas-rental-properties/article_f0970a53-d546-5573-89e4-9531cbe35608.html","Deadly fire spurs law to inspect old Vegas rental properties","https://www.globes.co.il/news/article.aspx?did=1001365135","ירידות בבורסה בת  א לאחר הבחירות :  בהתאם למגמה העולמית  ","https://www.mondaq.com/caymanislands/tax-authorities/1039900/eu-power-and-brexit-shockwaves-will-shape-world-of-corporate-tax","EU Power And Brexit Shockwaves Will Shape World Of Corporate Tax - Tax","https://www.prnewswire.com/news-releases/clinical-nutrition-market-size-to-reach-usd-55-250-30-million-by-2026-at-a-cagr-of-5-3---valuates-reports-301265157.html","Clinical Nutrition Market Size to Reach USD 55 , 250 . 30 Million by 2026 at a CAGR Of 5 . 3 % ","https://www.prnewswire.com:443/news-releases/clinical-nutrition-market-size-to-reach-usd-55-250-30-million-by-2026-at-a-cagr-of-5-3---valuates-reports-301265157.html","Clinical Nutrition Market Size to Reach USD 55 , 250 . 30 Million by 2026 at a CAGR Of 5 . 3 % ","https://www.finanznachrichten.de/nachrichten-2021-04/52523143-clinical-nutrition-market-size-to-reach-usd-55-250-30-million-by-2026-at-a-cagr-of-5-3-valuates-reports-008.htm","Clinical Nutrition Market Size to Reach USD 55 , 250 . 30 Million by 2026 at a CAGR Of 5 . 3 % "
-3,12,"https://vanguardia.com.mx/articulo/lo-deja-grave-al-lesionarlo-con-un-cuchillo-durante-rina-en-ramos-arizpe","Lo deja grave al lesionarlo con un cuchillo durante riña en Ramos Ari","https://www.prnewswire.com/news-releases/perrigo-reports-fourth-quarter--fiscal-year-2020-financial-results-301237259.html","Perrigo Reports Fourth Quarter & Fiscal Year 2020 Financial Results","https://www.themarker.com/markets/LIVE-1.9581415","המסחר בת  א נפתח בירידות קלות ; אקסיליון מזנקת ב - 6 % ","http://www.comunicati.net/comunicati/aziende/tecnologia/704471.html","Tinea Corporis Market Size Growth , Challenges , Regional Industry Revenue 2027","https://www.algemeiner.com/2021/02/10/university-of-california-irvine-student-government-passes-bds-bill-condemning-israel-as-apartheid-state-while-denying-link-to-judaism/","University of California Irvine Student Government Passes BDS Bill Condemning Israel as  Apartheid  State While Denying Link to Judaism","https://www.pharmiweb.com/press-release/2021-02-01/scars-treatment-market-growth-rate-and-recent-trends-by-top-vendors-sonoma-pharmaceuticals-birchbi","Scars Treatment Market Growth Rate And Recent Trends By Top Vendors : Sonoma Pharmaceuticals , BirchBi","https://www.prnewswire.com:443/news-releases/insights-on-the-hypertrophic-and-keloid-scar-treatment-global-market-to-2027---by-scar-type-product-type-end-user-and-geography-301257511.html","Insights on the Hypertrophic and Keloid Scar Treatment Global Market to 2027 - by Scar Type , Product Type , End - user and Geography","https://ksusentinel.com/2021/02/03/leprosy-market-present-scenario-key-vendors-industry-share-and-growth-forecast-up-to-2028/","Leprosy Market Present Scenario , Key Vendors , Industry Share , and Growth Forecast up to 2028 – KSU","https://ksusentinel.com/2021/02/03/h2-receptor-antagonist-market-present-scenario-key-vendors-industry-share-and-growth-forecast-up-to-2028/","H2 Receptor Antagonist Market Present Scenario , Key Vendors , Industry Share , and Growth Forecast up to 2028 – KSU","https://www.pharmiweb.com/press-release/2021-04-13/global-barth-syndrome-treatment-market-2021size-share-trends-competitive-analysis-outlook-forecast","Global Barth Syndrome Treatment Market 2021 : Size , Share , Trends , Competitive Analysis , Outlook , Forecast"
-2,152,"https://www.hometownstation.com/santa-clarita-news/community-news/fundraiser-set-up-for-family-of-santa-clarita-motorcycle-deputy-struck-by-big-rig-375506","Fundraiser Set Up For Family Of Santa Clarita Motorcycle Deputy Struck By Big Rig","https://www.independent.ie/business/irish/hearing-in-perrigos-16bn-tax-case-to-be-held-in-november-40169256.html","Hearing in Perrigo €1 . 6bn tax case to be held in November","https://www.prnewswire.com:443/news-releases/new-survey-reveals-ongoing-pandemic-hits-moms-hard-emotionally-and-financially-301248807.html","New Survey Reveals Ongoing Pandemic Hits Moms Hard Emotionally and Financially","https://www.prnewswire.com:443/news-releases/perrigo-reports-fourth-quarter--fiscal-year-2020-financial-results-301237259.html","Perrigo Reports Fourth Quarter & Fiscal Year 2020 Financial Results","https://woodradio.iheart.com/content/2021-03-02-perrigo-sold-for-155-billion/","Perrigo Sold for $1 . 55 Billion | Newsradio WOOD 1300 and 106 . 9 FM","https://www.calcalist.co.il/markets/articles/0,7340,L-3906696,00.html","פותחים שבוע בבורסה , נכנסים לעונת הדוחות המקומית","https://www.themarker.com/markets/LIVE-1.9506851","המסחר בבורסה נפתח בעליות ; קמהדע מזנקת ב - 5 . 4 % ","https://www.sponser.co.il/Article.aspx?ArticleId=104414","ספונסר - עליות קלות בפתיחת המסחר , תל אביב 125 מוסיף 0 . 2 % ","https://www.globes.co.il/news/article.aspx?did=1001360963","5 דברים שכדאי לדעת לפני פתיחת המסחר בבורסה בת  א","https://www.globes.co.il/news/article.aspx?did=1001361359","5 דברים שכדאי לדעת לפני פתיחת המסחר בבורסה בת  א"
